date,fips,county,state,total_cases,total_deaths,daily_positive_7day_ma,daily_deaths_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-01-22,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-23,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-24,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-25,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-26,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-27,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-28,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-29,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-30,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-31,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-01,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-02,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-03,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-04,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-05,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-06,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-07,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-08,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-09,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-10,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-11,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-12,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-13,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-14,45001,Abbeville,SC,0,0,,,,,,,,,,,,,,,,,,,,
